x,y,attempt,log_attempt,made,missed
80,17,9,0.9542425094393249,1,8
81,17,13,1.1139433523068367,4,9
82,17,6,0.7781512503836436,3,3
83,17,3,0.47712125471966244,1,2
84,17,8,0.9030899869919435,3,5
85,17,2,0.3010299956639812,2,0
86,17,3,0.47712125471966244,3,0
87,17,5,0.6989700043360189,2,3
88,17,5,0.6989700043360189,2,3
89,17,3,0.47712125471966244,1,2
90,17,1,0.0,1,0
91,17,2,0.3010299956639812,1,1
92,17,42,1.6232492903979006,15,27
93,17,29,1.462397997898956,8,21
94,17,48,1.6812412373755872,19,29
95,17,54,1.7323937598229686,18,36
96,17,15,1.1760912590556813,4,11
97,17,19,1.2787536009528289,7,12
98,17,4,0.6020599913279624,1,3
99,17,3,0.47712125471966244,1,2
0,18,10,1.0,5,5
1,18,10,1.0,5,5
2,18,42,1.6232492903979006,15,27
3,18,38,1.5797835966168101,10,28
4,18,33,1.5185139398778875,13,20
5,18,43,1.6334684555795864,10,33
6,18,5,0.6989700043360189,2,3
7,18,7,0.8450980400142568,2,5
8,18,2,0.3010299956639812,0,2
9,18,1,0.0,0,1
10,18,1,0.0,0,1
11,18,1,0.0,0,1
12,18,2,0.3010299956639812,2,0
13,18,4,0.6020599913279624,0,4
14,18,5,0.6989700043360189,0,5
15,18,5,0.6989700043360189,2,3
16,18,6,0.7781512503836436,1,5
17,18,4,0.6020599913279624,2,2
18,18,3,0.47712125471966244,2,1
19,18,6,0.7781512503836436,2,4
20,18,6,0.7781512503836436,2,4
21,18,7,0.8450980400142568,5,2
22,18,9,0.9542425094393249,0,9
23,18,11,1.0413926851582251,3,8
24,18,9,0.9542425094393249,3,6
25,18,7,0.8450980400142568,1,6
26,18,6,0.7781512503836436,3,3
27,18,6,0.7781512503836436,0,6
28,18,11,1.0413926851582251,3,8
29,18,11,1.0413926851582251,4,7
30,18,10,1.0,3,7
31,18,14,1.146128035678238,7,7
32,18,16,1.2041199826559248,8,8
33,18,11,1.0413926851582251,4,7
34,18,21,1.3222192947339193,5,16
35,18,16,1.2041199826559248,5,11
36,18,27,1.4313637641589874,5,22
37,18,23,1.3617278360175928,9,14
38,18,46,1.662757831681574,13,33
39,18,30,1.4771212547196624,8,22
40,18,51,1.7075701760979363,15,36
41,18,51,1.7075701760979363,16,35
42,18,50,1.6989700043360187,15,35
43,18,63,1.7993405494535817,21,42
44,18,71,1.8512583487190752,26,45
45,18,54,1.7323937598229686,22,32
46,18,87,1.9395192526186185,38,49
47,18,90,1.954242509439325,48,42
48,18,135,2.130333768495006,82,53
49,18,113,2.0530784434834195,48,65
50,18,128,2.1072099696478683,80,48
51,18,153,2.184691430817599,84,69
52,18,94,1.9731278535996986,46,48
53,18,113,2.0530784434834195,59,54
54,18,105,2.0211892990699383,51,54
55,18,73,1.863322860120456,43,30
56,18,62,1.792391689498254,22,40
57,18,78,1.8920946026904804,26,52
58,18,50,1.6989700043360187,14,36
59,18,35,1.5440680443502757,13,22
60,18,37,1.568201724066995,17,20
61,18,27,1.4313637641589874,11,16
62,18,24,1.380211241711606,6,18
63,18,33,1.5185139398778875,11,22
64,18,20,1.3010299956639813,8,12
65,18,18,1.255272505103306,5,13
66,18,13,1.1139433523068367,2,11
67,18,10,1.0,5,5
68,18,18,1.255272505103306,2,16
69,18,12,1.0791812460476249,5,7
70,18,11,1.0413926851582251,2,9
71,18,4,0.6020599913279624,0,4
72,18,14,1.146128035678238,6,8
73,18,8,0.9030899869919435,3,5
74,18,7,0.8450980400142568,2,5
75,18,7,0.8450980400142568,2,5
76,18,7,0.8450980400142568,1,6
77,18,6,0.7781512503836436,6,0
78,18,13,1.1139433523068367,4,9
79,18,6,0.7781512503836436,2,4
80,18,7,0.8450980400142568,3,4
81,18,5,0.6989700043360189,2,3
82,18,3,0.47712125471966244,0,3
83,18,3,0.47712125471966244,2,1
84,18,2,0.3010299956639812,2,0
85,18,3,0.47712125471966244,1,2
86,18,3,0.47712125471966244,0,3
87,18,5,0.6989700043360189,0,5
88,18,1,0.0,0,1
89,18,2,0.3010299956639812,1,1
91,18,3,0.47712125471966244,0,3
92,18,35,1.5440680443502757,12,23
93,18,37,1.568201724066995,8,29
94,18,34,1.5314789170422551,7,27
95,18,45,1.6532125137753437,12,33
96,18,12,1.0791812460476249,6,6
97,18,12,1.0791812460476249,1,11
98,18,2,0.3010299956639812,1,1
99,18,8,0.9030899869919435,2,6
0,19,6,0.7781512503836436,3,3
1,19,8,0.9030899869919435,2,6
2,19,40,1.6020599913279623,20,20
3,19,41,1.6127838567197355,16,25
4,19,43,1.6334684555795864,16,27
5,19,36,1.5563025007672873,20,16
6,19,2,0.3010299956639812,0,2
7,19,4,0.6020599913279624,2,2
8,19,1,0.0,0,1
9,19,2,0.3010299956639812,2,0
10,19,4,0.6020599913279624,1,3
11,19,1,0.0,0,1
12,19,5,0.6989700043360189,2,3
13,19,1,0.0,0,1
14,19,4,0.6020599913279624,0,4
15,19,3,0.47712125471966244,0,3
16,19,5,0.6989700043360189,0,5
17,19,7,0.8450980400142568,3,4
18,19,6,0.7781512503836436,2,4
19,19,5,0.6989700043360189,2,3
20,19,3,0.47712125471966244,0,3
21,19,10,1.0,4,6
22,19,11,1.0413926851582251,5,6
23,19,11,1.0413926851582251,3,8
24,19,8,0.9030899869919435,4,4
25,19,14,1.146128035678238,5,9
26,19,13,1.1139433523068367,1,12
27,19,12,1.0791812460476249,2,10
28,19,7,0.8450980400142568,2,5
29,19,10,1.0,4,6
30,19,11,1.0413926851582251,4,7
31,19,9,0.9542425094393249,1,8
32,19,13,1.1139433523068367,1,12
33,19,15,1.1760912590556813,13,2
34,19,16,1.2041199826559248,9,7
35,19,21,1.3222192947339193,7,14
36,19,28,1.4471580313422192,6,22
37,19,28,1.4471580313422192,11,17
38,19,33,1.5185139398778875,14,19
39,19,29,1.462397997898956,5,24
40,19,55,1.7403626894942439,17,38
41,19,39,1.591064607026499,11,28
42,19,48,1.6812412373755872,17,31
43,19,57,1.7558748556724915,19,38
44,19,72,1.8573324964312685,25,47
45,19,60,1.7781512503836436,19,41
46,19,84,1.9242792860618816,40,44
47,19,77,1.8864907251724818,34,43
48,19,107,2.0293837776852097,49,58
49,19,113,2.0530784434834195,61,52
50,19,139,2.143014800254095,69,70
51,19,129,2.110589710299249,74,55
52,19,75,1.8750612633917,35,40
53,19,89,1.9493900066449128,45,44
54,19,67,1.8260748027008264,24,43
55,19,72,1.8573324964312685,31,41
56,19,64,1.806179973983887,28,36
57,19,54,1.7323937598229686,18,36
58,19,61,1.7853298350107671,18,43
59,19,51,1.7075701760979363,18,33
60,19,35,1.5440680443502757,14,21
61,19,25,1.3979400086720377,3,22
62,19,28,1.4471580313422192,12,16
63,19,21,1.3222192947339193,8,13
64,19,14,1.146128035678238,2,12
65,19,26,1.414973347970818,12,14
66,19,13,1.1139433523068367,3,10
67,19,17,1.2304489213782739,3,14
68,19,11,1.0413926851582251,3,8
69,19,8,0.9030899869919435,5,3
70,19,8,0.9030899869919435,1,7
71,19,10,1.0,2,8
72,19,9,0.9542425094393249,4,5
73,19,9,0.9542425094393249,2,7
74,19,9,0.9542425094393249,3,6
75,19,8,0.9030899869919435,3,5
76,19,6,0.7781512503836436,3,3
77,19,9,0.9542425094393249,1,8
78,19,3,0.47712125471966244,2,1
79,19,7,0.8450980400142568,2,5
80,19,6,0.7781512503836436,1,5
81,19,3,0.47712125471966244,1,2
82,19,6,0.7781512503836436,2,4
83,19,6,0.7781512503836436,3,3
84,19,2,0.3010299956639812,0,2
85,19,2,0.3010299956639812,1,1
86,19,5,0.6989700043360189,1,4
87,19,6,0.7781512503836436,2,4
88,19,1,0.0,0,1
89,19,5,0.6989700043360189,2,3
90,19,2,0.3010299956639812,1,1
91,19,5,0.6989700043360189,2,3
92,19,24,1.380211241711606,9,15
93,19,34,1.5314789170422551,11,23
94,19,51,1.7075701760979363,18,33
95,19,44,1.6434526764861874,13,31
96,19,20,1.3010299956639813,5,15
97,19,17,1.2304489213782739,8,9
98,19,6,0.7781512503836436,1,5
99,19,3,0.47712125471966244,0,3
101,19,1,0.0,0,1
0,20,5,0.6989700043360189,2,3
1,20,9,0.9542425094393249,6,3
2,20,31,1.4913616938342726,10,21
3,20,38,1.5797835966168101,11,27
4,20,35,1.5440680443502757,9,26
5,20,36,1.5563025007672873,15,21
6,20,7,0.8450980400142568,4,3
7,20,5,0.6989700043360189,4,1
8,20,3,0.47712125471966244,2,1
10,20,2,0.3010299956639812,1,1
11,20,2,0.3010299956639812,0,2
12,20,3,0.47712125471966244,1,2
13,20,3,0.47712125471966244,1,2
14,20,1,0.0,0,1
15,20,1,0.0,1,0
16,20,4,0.6020599913279624,1,3
17,20,1,0.0,1,0
18,20,6,0.7781512503836436,1,5
19,20,3,0.47712125471966244,1,2
20,20,9,0.9542425094393249,5,4
21,20,6,0.7781512503836436,2,4
22,20,3,0.47712125471966244,2,1
23,20,10,1.0,2,8
24,20,13,1.1139433523068367,3,10
25,20,4,0.6020599913279624,1,3
26,20,5,0.6989700043360189,0,5
27,20,7,0.8450980400142568,1,6
28,20,6,0.7781512503836436,0,6
29,20,13,1.1139433523068367,4,9
30,20,10,1.0,5,5
31,20,5,0.6989700043360189,1,4
32,20,6,0.7781512503836436,3,3
33,20,10,1.0,2,8
34,20,17,1.2304489213782739,6,11
35,20,17,1.2304489213782739,7,10
36,20,14,1.146128035678238,4,10
37,20,26,1.414973347970818,11,15
38,20,32,1.505149978319906,9,23
39,20,28,1.4471580313422192,4,24
40,20,48,1.6812412373755872,20,28
41,20,42,1.6232492903979006,14,28
42,20,57,1.7558748556724915,29,28
43,20,49,1.6901960800285136,22,27
44,20,45,1.6532125137753437,21,24
45,20,53,1.724275869600789,21,32
46,20,75,1.8750612633917,40,35
47,20,51,1.7075701760979363,21,30
48,20,76,1.8808135922807914,27,49
49,20,102,2.0086001717619175,49,53
50,20,100,2.0,51,49
51,20,99,1.99563519459755,53,46
52,20,67,1.8260748027008264,34,33
53,20,64,1.806179973983887,31,33
54,20,51,1.7075701760979363,27,24
55,20,49,1.6901960800285136,20,29
56,20,49,1.6901960800285136,21,28
57,20,46,1.662757831681574,14,32
58,20,44,1.6434526764861874,13,31
59,20,40,1.6020599913279623,17,23
60,20,28,1.4471580313422192,10,18
61,20,34,1.5314789170422551,8,26
62,20,25,1.3979400086720377,13,12
63,20,20,1.3010299956639813,5,15
64,20,25,1.3979400086720377,11,14
65,20,21,1.3222192947339193,7,14
66,20,9,0.9542425094393249,3,6
67,20,20,1.3010299956639813,6,14
68,20,11,1.0413926851582251,3,8
69,20,9,0.9542425094393249,4,5
70,20,6,0.7781512503836436,3,3
71,20,8,0.9030899869919435,3,5
72,20,8,0.9030899869919435,5,3
73,20,12,1.0791812460476249,4,8
74,20,9,0.9542425094393249,4,5
75,20,6,0.7781512503836436,4,2
76,20,6,0.7781512503836436,0,6
77,20,6,0.7781512503836436,4,2
78,20,11,1.0413926851582251,2,9
79,20,6,0.7781512503836436,4,2
80,20,2,0.3010299956639812,1,1
81,20,6,0.7781512503836436,2,4
82,20,7,0.8450980400142568,1,6
83,20,6,0.7781512503836436,4,2
84,20,7,0.8450980400142568,2,5
86,20,7,0.8450980400142568,1,6
87,20,4,0.6020599913279624,1,3
88,20,5,0.6989700043360189,3,2
89,20,2,0.3010299956639812,0,2
90,20,1,0.0,0,1
91,20,1,0.0,0,1
92,20,28,1.4471580313422192,7,21
93,20,36,1.5563025007672873,9,27
94,20,36,1.5563025007672873,17,19
95,20,47,1.6720978579357175,14,33
96,20,14,1.146128035678238,3,11
97,20,7,0.8450980400142568,4,3
98,20,4,0.6020599913279624,1,3
99,20,4,0.6020599913279624,1,3
0,21,8,0.9030899869919435,2,6
1,21,3,0.47712125471966244,1,2
2,21,45,1.6532125137753437,21,24
3,21,31,1.4913616938342726,11,20
4,21,27,1.4313637641589874,9,18
5,21,36,1.5563025007672873,13,23
6,21,14,1.146128035678238,6,8
7,21,11,1.0413926851582251,6,5
8,21,1,0.0,0,1
10,21,3,0.47712125471966244,1,2
11,21,2,0.3010299956639812,1,1
13,21,3,0.47712125471966244,1,2
14,21,2,0.3010299956639812,0,2
15,21,6,0.7781512503836436,3,3
16,21,3,0.47712125471966244,0,3
17,21,2,0.3010299956639812,2,0
18,21,4,0.6020599913279624,1,3
19,21,3,0.47712125471966244,1,2
20,21,6,0.7781512503836436,1,5
21,21,8,0.9030899869919435,2,6
22,21,7,0.8450980400142568,0,7
23,21,8,0.9030899869919435,3,5
24,21,10,1.0,2,8
25,21,9,0.9542425094393249,1,8
26,21,8,0.9030899869919435,1,7
27,21,8,0.9030899869919435,1,7
28,21,13,1.1139433523068367,3,10
29,21,7,0.8450980400142568,2,5
30,21,10,1.0,3,7
31,21,9,0.9542425094393249,2,7
32,21,9,0.9542425094393249,4,5
33,21,18,1.255272505103306,7,11
34,21,11,1.0413926851582251,3,8
35,21,14,1.146128035678238,6,8
36,21,18,1.255272505103306,6,12
37,21,22,1.3424226808222062,9,13
38,21,23,1.3617278360175928,9,14
39,21,37,1.568201724066995,17,20
40,21,62,1.792391689498254,20,42
41,21,52,1.7160033436347992,22,30
42,21,54,1.7323937598229686,18,36
43,21,43,1.6334684555795864,12,31
44,21,46,1.662757831681574,11,35
45,21,39,1.591064607026499,13,26
46,21,53,1.724275869600789,23,30
47,21,55,1.7403626894942439,23,32
48,21,95,1.9777236052888478,41,54
49,21,113,2.0530784434834195,57,56
50,21,102,2.0086001717619175,47,55
51,21,87,1.9395192526186185,29,58
52,21,57,1.7558748556724915,25,32
53,21,74,1.8692317197309762,29,45
54,21,42,1.6232492903979006,20,22
55,21,47,1.6720978579357175,17,30
56,21,50,1.6989700043360187,16,34
57,21,49,1.6901960800285136,19,30
58,21,46,1.662757831681574,18,28
59,21,33,1.5185139398778875,15,18
60,21,33,1.5185139398778875,12,21
61,21,34,1.5314789170422551,7,27
62,21,23,1.3617278360175928,5,18
63,21,15,1.1760912590556813,7,8
64,21,17,1.2304489213782739,4,13
65,21,23,1.3617278360175928,7,16
66,21,11,1.0413926851582251,1,10
67,21,15,1.1760912590556813,8,7
68,21,5,0.6989700043360189,2,3
69,21,8,0.9030899869919435,3,5
70,21,5,0.6989700043360189,2,3
71,21,12,1.0791812460476249,2,10
72,21,9,0.9542425094393249,4,5
73,21,11,1.0413926851582251,3,8
74,21,10,1.0,4,6
75,21,9,0.9542425094393249,3,6
76,21,8,0.9030899869919435,1,7
77,21,8,0.9030899869919435,2,6
78,21,3,0.47712125471966244,0,3
79,21,7,0.8450980400142568,3,4
80,21,3,0.47712125471966244,1,2
81,21,8,0.9030899869919435,3,5
82,21,5,0.6989700043360189,1,4
83,21,5,0.6989700043360189,3,2
84,21,5,0.6989700043360189,1,4
85,21,4,0.6020599913279624,2,2
86,21,1,0.0,0,1
87,21,4,0.6020599913279624,2,2
88,21,3,0.47712125471966244,3,0
89,21,2,0.3010299956639812,1,1
90,21,2,0.3010299956639812,1,1
91,21,3,0.47712125471966244,1,2
92,21,28,1.4471580313422192,6,22
93,21,31,1.4913616938342726,5,26
94,21,33,1.5185139398778875,8,25
95,21,41,1.6127838567197355,16,25
96,21,17,1.2304489213782739,6,11
97,21,12,1.0791812460476249,6,6
98,21,1,0.0,0,1
99,21,4,0.6020599913279624,0,4
0,22,7,0.8450980400142568,0,7
1,22,2,0.3010299956639812,0,2
2,22,33,1.5185139398778875,13,20
3,22,31,1.4913616938342726,11,20
4,22,38,1.5797835966168101,12,26
5,22,26,1.414973347970818,10,16
6,22,14,1.146128035678238,5,9
7,22,18,1.255272505103306,10,8
9,22,2,0.3010299956639812,0,2
10,22,3,0.47712125471966244,1,2
12,22,2,0.3010299956639812,1,1
13,22,3,0.47712125471966244,1,2
14,22,2,0.3010299956639812,1,1
15,22,6,0.7781512503836436,2,4
16,22,6,0.7781512503836436,3,3
17,22,2,0.3010299956639812,0,2
18,22,6,0.7781512503836436,3,3
19,22,8,0.9030899869919435,3,5
20,22,6,0.7781512503836436,1,5
21,22,4,0.6020599913279624,3,1
22,22,3,0.47712125471966244,2,1
23,22,7,0.8450980400142568,2,5
24,22,5,0.6989700043360189,1,4
25,22,8,0.9030899869919435,2,6
26,22,5,0.6989700043360189,3,2
27,22,11,1.0413926851582251,1,10
28,22,11,1.0413926851582251,3,8
29,22,3,0.47712125471966244,1,2
30,22,5,0.6989700043360189,1,4
31,22,13,1.1139433523068367,2,11
32,22,14,1.146128035678238,8,6
33,22,7,0.8450980400142568,1,6
34,22,15,1.1760912590556813,4,11
35,22,11,1.0413926851582251,4,7
36,22,15,1.1760912590556813,4,11
37,22,11,1.0413926851582251,4,7
38,22,24,1.380211241711606,8,16
39,22,22,1.3424226808222062,11,11
40,22,35,1.5440680443502757,10,25
41,22,31,1.4913616938342726,9,22
42,22,48,1.6812412373755872,17,31
43,22,48,1.6812412373755872,17,31
44,22,45,1.6532125137753437,17,28
45,22,39,1.591064607026499,11,28
46,22,51,1.7075701760979363,24,27
47,22,49,1.6901960800285136,20,29
48,22,88,1.9444826721501687,33,55
49,22,84,1.9242792860618816,36,48
50,22,70,1.845098040014257,31,39
51,22,88,1.9444826721501687,34,54
52,22,44,1.6434526764861874,10,34
53,22,68,1.8325089127062364,24,44
54,22,37,1.568201724066995,10,27
55,22,43,1.6334684555795864,15,28
56,22,53,1.724275869600789,29,24
57,22,52,1.7160033436347992,23,29
58,22,58,1.7634279935629373,19,39
59,22,41,1.6127838567197355,12,29
60,22,31,1.4913616938342726,12,19
61,22,21,1.3222192947339193,7,14
62,22,22,1.3424226808222062,4,18
63,22,9,0.9542425094393249,3,6
64,22,23,1.3617278360175928,7,16
65,22,18,1.255272505103306,5,13
66,22,19,1.2787536009528289,7,12
67,22,5,0.6989700043360189,2,3
68,22,9,0.9542425094393249,1,8
69,22,15,1.1760912590556813,4,11
70,22,7,0.8450980400142568,3,4
71,22,9,0.9542425094393249,3,6
72,22,6,0.7781512503836436,1,5
73,22,8,0.9030899869919435,2,6
74,22,6,0.7781512503836436,2,4
75,22,10,1.0,4,6
76,22,5,0.6989700043360189,2,3
77,22,8,0.9030899869919435,3,5
78,22,9,0.9542425094393249,1,8
79,22,5,0.6989700043360189,0,5
80,22,6,0.7781512503836436,1,5
81,22,6,0.7781512503836436,4,2
82,22,2,0.3010299956639812,1,1
83,22,4,0.6020599913279624,1,3
85,22,3,0.47712125471966244,2,1
86,22,3,0.47712125471966244,0,3
87,22,6,0.7781512503836436,4,2
88,22,3,0.47712125471966244,1,2
89,22,2,0.3010299956639812,2,0
90,22,3,0.47712125471966244,2,1
91,22,3,0.47712125471966244,0,3
92,22,39,1.591064607026499,13,26
93,22,26,1.414973347970818,7,19
94,22,37,1.568201724066995,13,24
95,22,31,1.4913616938342726,13,18
96,22,10,1.0,4,6
97,22,15,1.1760912590556813,6,9
99,22,2,0.3010299956639812,1,1
0,23,5,0.6989700043360189,3,2
1,23,2,0.3010299956639812,2,0
2,23,22,1.3424226808222062,10,12
3,23,16,1.2041199826559248,3,13
4,23,34,1.5314789170422551,12,22
5,23,42,1.6232492903979006,16,26
6,23,21,1.3222192947339193,5,16
7,23,15,1.1760912590556813,5,10
8,23,1,0.0,1,0
9,23,3,0.47712125471966244,3,0
10,23,5,0.6989700043360189,1,4
12,23,7,0.8450980400142568,3,4
13,23,2,0.3010299956639812,0,2
14,23,2,0.3010299956639812,0,2
15,23,4,0.6020599913279624,2,2
16,23,2,0.3010299956639812,0,2
17,23,4,0.6020599913279624,1,3
18,23,10,1.0,4,6
20,23,8,0.9030899869919435,3,5
21,23,10,1.0,4,6
22,23,4,0.6020599913279624,0,4
23,23,7,0.8450980400142568,4,3
24,23,2,0.3010299956639812,0,2
25,23,3,0.47712125471966244,1,2
26,23,8,0.9030899869919435,3,5
27,23,9,0.9542425094393249,1,8
28,23,11,1.0413926851582251,2,9
29,23,11,1.0413926851582251,4,7
30,23,14,1.146128035678238,5,9
31,23,4,0.6020599913279624,1,3
32,23,10,1.0,2,8
33,23,16,1.2041199826559248,7,9
34,23,14,1.146128035678238,8,6
35,23,11,1.0413926851582251,4,7
36,23,16,1.2041199826559248,7,9
37,23,23,1.3617278360175928,8,15
38,23,25,1.3979400086720377,5,20
39,23,21,1.3222192947339193,7,14
40,23,35,1.5440680443502757,17,18
41,23,33,1.5185139398778875,11,22
42,23,45,1.6532125137753437,13,32
43,23,49,1.6901960800285136,19,30
44,23,38,1.5797835966168101,16,22
45,23,50,1.6989700043360187,24,26
46,23,54,1.7323937598229686,24,30
47,23,67,1.8260748027008264,27,40
48,23,80,1.9030899869919435,25,55
49,23,88,1.9444826721501687,40,48
50,23,89,1.9493900066449128,30,59
51,23,83,1.919078092376074,43,40
52,23,58,1.7634279935629373,19,39
53,23,64,1.806179973983887,21,43
54,23,39,1.591064607026499,11,28
55,23,50,1.6989700043360187,23,27
56,23,50,1.6989700043360187,17,33
57,23,61,1.7853298350107671,23,38
58,23,34,1.5314789170422551,10,24
59,23,30,1.4771212547196624,12,18
60,23,34,1.5314789170422551,13,21
61,23,31,1.4913616938342726,16,15
62,23,16,1.2041199826559248,5,11
63,23,13,1.1139433523068367,4,9
64,23,16,1.2041199826559248,7,9
65,23,26,1.414973347970818,7,19
66,23,13,1.1139433523068367,3,10
67,23,15,1.1760912590556813,5,10
68,23,4,0.6020599913279624,4,0
69,23,9,0.9542425094393249,2,7
70,23,9,0.9542425094393249,4,5
71,23,5,0.6989700043360189,1,4
72,23,10,1.0,3,7
73,23,8,0.9030899869919435,3,5
74,23,5,0.6989700043360189,2,3
75,23,5,0.6989700043360189,1,4
76,23,3,0.47712125471966244,2,1
77,23,3,0.47712125471966244,0,3
78,23,5,0.6989700043360189,1,4
79,23,4,0.6020599913279624,2,2
80,23,3,0.47712125471966244,1,2
81,23,7,0.8450980400142568,3,4
83,23,8,0.9030899869919435,3,5
84,23,5,0.6989700043360189,1,4
85,23,6,0.7781512503836436,2,4
86,23,3,0.47712125471966244,3,0
87,23,4,0.6020599913279624,3,1
88,23,3,0.47712125471966244,1,2
89,23,2,0.3010299956639812,0,2
90,23,2,0.3010299956639812,1,1
92,23,27,1.4313637641589874,11,16
93,23,40,1.6020599913279623,18,22
94,23,44,1.6434526764861874,15,29
95,23,41,1.6127838567197355,10,31
96,23,14,1.146128035678238,5,9
97,23,13,1.1139433523068367,6,7
98,23,1,0.0,0,1
0,24,4,0.6020599913279624,1,3
1,24,1,0.0,1,0
2,24,24,1.380211241711606,7,17
3,24,26,1.414973347970818,7,19
4,24,48,1.6812412373755872,19,29
5,24,44,1.6434526764861874,11,33
6,24,26,1.414973347970818,10,16
7,24,8,0.9030899869919435,5,3
8,24,5,0.6989700043360189,2,3
9,24,5,0.6989700043360189,2,3
10,24,3,0.47712125471966244,0,3
11,24,1,0.0,0,1
12,24,3,0.47712125471966244,1,2
13,24,5,0.6989700043360189,1,4
14,24,5,0.6989700043360189,0,5
15,24,1,0.0,1,0
16,24,3,0.47712125471966244,2,1
17,24,4,0.6020599913279624,3,1
18,24,7,0.8450980400142568,2,5
19,24,2,0.3010299956639812,1,1
20,24,4,0.6020599913279624,2,2
21,24,6,0.7781512503836436,4,2
22,24,8,0.9030899869919435,2,6
23,24,3,0.47712125471966244,0,3
24,24,5,0.6989700043360189,0,5
25,24,6,0.7781512503836436,2,4
26,24,6,0.7781512503836436,2,4
27,24,9,0.9542425094393249,2,7
28,24,13,1.1139433523068367,4,9
30,24,10,1.0,4,6
31,24,5,0.6989700043360189,2,3
32,24,14,1.146128035678238,5,9
33,24,14,1.146128035678238,6,8
34,24,22,1.3424226808222062,5,17
35,24,8,0.9030899869919435,2,6
36,24,10,1.0,7,3
37,24,18,1.255272505103306,8,10
38,24,20,1.3010299956639813,6,14
39,24,17,1.2304489213782739,3,14
40,24,30,1.4771212547196624,7,23
41,24,34,1.5314789170422551,10,24
42,24,40,1.6020599913279623,8,32
43,24,40,1.6020599913279623,17,23
44,24,40,1.6020599913279623,11,29
45,24,49,1.6901960800285136,20,29
46,24,47,1.6720978579357175,22,25
47,24,50,1.6989700043360187,23,27
48,24,64,1.806179973983887,27,37
49,24,91,1.9590413923210936,26,65
50,24,73,1.863322860120456,30,43
51,24,79,1.8976270912904414,31,48
52,24,51,1.7075701760979363,17,34
53,24,57,1.7558748556724915,21,36
54,24,40,1.6020599913279623,16,24
55,24,35,1.5440680443502757,17,18
56,24,45,1.6532125137753437,14,31
57,24,40,1.6020599913279623,7,33
58,24,39,1.591064607026499,12,27
59,24,31,1.4913616938342726,10,21
60,24,23,1.3617278360175928,3,20
61,24,21,1.3222192947339193,7,14
62,24,10,1.0,2,8
63,24,20,1.3010299956639813,8,12
64,24,12,1.0791812460476249,2,10
65,24,14,1.146128035678238,6,8
66,24,9,0.9542425094393249,6,3
67,24,13,1.1139433523068367,4,9
68,24,9,0.9542425094393249,3,6
69,24,9,0.9542425094393249,2,7
70,24,10,1.0,3,7
71,24,2,0.3010299956639812,2,0
72,24,6,0.7781512503836436,1,5
73,24,11,1.0413926851582251,7,4
74,24,5,0.6989700043360189,1,4
75,24,7,0.8450980400142568,6,1
76,24,8,0.9030899869919435,0,8
77,24,6,0.7781512503836436,4,2
78,24,4,0.6020599913279624,1,3
79,24,2,0.3010299956639812,0,2
80,24,8,0.9030899869919435,1,7
81,24,8,0.9030899869919435,4,4
82,24,5,0.6989700043360189,0,5
83,24,4,0.6020599913279624,1,3
84,24,1,0.0,0,1
85,24,5,0.6989700043360189,2,3
86,24,1,0.0,0,1
87,24,1,0.0,0,1
88,24,3,0.47712125471966244,0,3
90,24,2,0.3010299956639812,1,1
91,24,3,0.47712125471966244,1,2
92,24,28,1.4471580313422192,9,19
93,24,37,1.568201724066995,14,23
94,24,38,1.5797835966168101,9,29
95,24,47,1.6720978579357175,10,37
96,24,9,0.9542425094393249,4,5
97,24,11,1.0413926851582251,1,10
99,24,1,0.0,1,0
0,25,3,0.47712125471966244,0,3
1,25,2,0.3010299956639812,0,2
2,25,18,1.255272505103306,8,10
3,25,20,1.3010299956639813,8,12
4,25,40,1.6020599913279623,13,27
5,25,47,1.6720978579357175,14,33
6,25,19,1.2787536009528289,6,13
7,25,14,1.146128035678238,5,9
8,25,4,0.6020599913279624,2,2
9,25,6,0.7781512503836436,2,4
13,25,2,0.3010299956639812,0,2
14,25,1,0.0,0,1
15,25,3,0.47712125471966244,3,0
16,25,7,0.8450980400142568,3,4
17,25,2,0.3010299956639812,1,1
18,25,4,0.6020599913279624,3,1
19,25,5,0.6989700043360189,2,3
20,25,7,0.8450980400142568,2,5
21,25,10,1.0,1,9
22,25,2,0.3010299956639812,1,1
23,25,4,0.6020599913279624,2,2
24,25,6,0.7781512503836436,1,5
25,25,7,0.8450980400142568,4,3
26,25,7,0.8450980400142568,0,7
27,25,10,1.0,3,7
28,25,7,0.8450980400142568,1,6
29,25,12,1.0791812460476249,1,11
30,25,9,0.9542425094393249,4,5
31,25,20,1.3010299956639813,6,14
32,25,10,1.0,1,9
33,25,6,0.7781512503836436,2,4
34,25,10,1.0,7,3
35,25,7,0.8450980400142568,2,5
36,25,17,1.2304489213782739,7,10
37,25,9,0.9542425094393249,1,8
38,25,26,1.414973347970818,11,15
39,25,20,1.3010299956639813,8,12
40,25,35,1.5440680443502757,17,18
41,25,46,1.662757831681574,17,29
42,25,36,1.5563025007672873,14,22
43,25,41,1.6127838567197355,13,28
44,25,56,1.7481880270062005,20,36
45,25,42,1.6232492903979006,14,28
46,25,60,1.7781512503836436,28,32
47,25,54,1.7323937598229686,28,26
48,25,78,1.8920946026904804,29,49
49,25,93,1.968482948553935,35,58
50,25,86,1.9344984512435677,34,52
51,25,84,1.9242792860618816,31,53
52,25,46,1.662757831681574,22,24
