x,y,attempt,log_attempt,made,missed
90,33,33,1.5185139398778875,5,28
91,33,41,1.6127838567197355,13,28
92,33,49,1.6901960800285136,14,35
93,33,42,1.6232492903979006,10,32
94,33,13,1.1139433523068367,4,9
95,33,23,1.3617278360175928,8,15
96,33,1,0.0,0,1
1,34,1,0.0,0,1
2,34,4,0.6020599913279624,0,4
4,34,20,1.3010299956639813,9,11
5,34,15,1.1760912590556813,2,13
6,34,25,1.3979400086720377,6,19
7,34,32,1.505149978319906,11,21
8,34,33,1.5185139398778875,9,24
9,34,46,1.662757831681574,16,30
10,34,23,1.3617278360175928,7,16
11,34,25,1.3979400086720377,9,16
12,34,8,0.9030899869919435,4,4
13,34,14,1.146128035678238,7,7
14,34,4,0.6020599913279624,2,2
15,34,1,0.0,0,1
16,34,3,0.47712125471966244,2,1
17,34,3,0.47712125471966244,2,1
18,34,6,0.7781512503836436,2,4
19,34,2,0.3010299956639812,1,1
20,34,4,0.6020599913279624,1,3
21,34,11,1.0413926851582251,5,6
22,34,8,0.9030899869919435,2,6
23,34,5,0.6989700043360189,0,5
24,34,11,1.0413926851582251,3,8
25,34,9,0.9542425094393249,4,5
26,34,7,0.8450980400142568,2,5
27,34,13,1.1139433523068367,4,9
28,34,9,0.9542425094393249,3,6
29,34,9,0.9542425094393249,5,4
30,34,5,0.6989700043360189,2,3
31,34,8,0.9030899869919435,4,4
32,34,11,1.0413926851582251,2,9
33,34,11,1.0413926851582251,3,8
34,34,10,1.0,4,6
35,34,7,0.8450980400142568,2,5
36,34,10,1.0,2,8
37,34,17,1.2304489213782739,6,11
38,34,16,1.2041199826559248,5,11
39,34,21,1.3222192947339193,6,15
40,34,19,1.2787536009528289,5,14
41,34,14,1.146128035678238,3,11
42,34,23,1.3617278360175928,11,12
43,34,17,1.2304489213782739,8,9
44,34,17,1.2304489213782739,6,11
45,34,19,1.2787536009528289,4,15
46,34,19,1.2787536009528289,5,14
47,34,25,1.3979400086720377,10,15
48,34,32,1.505149978319906,15,17
49,34,31,1.4913616938342726,12,19
50,34,21,1.3222192947339193,7,14
51,34,21,1.3222192947339193,8,13
52,34,17,1.2304489213782739,4,13
53,34,18,1.255272505103306,10,8
54,34,12,1.0791812460476249,5,7
55,34,22,1.3424226808222062,6,16
56,34,13,1.1139433523068367,4,9
57,34,11,1.0413926851582251,3,8
58,34,16,1.2041199826559248,10,6
59,34,22,1.3424226808222062,6,16
60,34,17,1.2304489213782739,8,9
61,34,11,1.0413926851582251,5,6
62,34,8,0.9030899869919435,2,6
63,34,12,1.0791812460476249,8,4
64,34,14,1.146128035678238,4,10
65,34,10,1.0,6,4
66,34,10,1.0,3,7
67,34,12,1.0791812460476249,2,10
68,34,10,1.0,4,6
69,34,13,1.1139433523068367,1,12
70,34,6,0.7781512503836436,2,4
71,34,10,1.0,4,6
72,34,6,0.7781512503836436,2,4
73,34,5,0.6989700043360189,0,5
74,34,9,0.9542425094393249,3,6
75,34,8,0.9030899869919435,3,5
76,34,6,0.7781512503836436,3,3
77,34,6,0.7781512503836436,3,3
78,34,1,0.0,0,1
79,34,6,0.7781512503836436,1,5
80,34,7,0.8450980400142568,3,4
81,34,3,0.47712125471966244,1,2
82,34,1,0.0,1,0
83,34,1,0.0,1,0
84,34,3,0.47712125471966244,0,3
85,34,1,0.0,1,0
86,34,12,1.0791812460476249,4,8
87,34,6,0.7781512503836436,2,4
88,34,23,1.3617278360175928,4,19
89,34,26,1.414973347970818,10,16
90,34,35,1.5440680443502757,14,21
91,34,48,1.6812412373755872,18,30
92,34,37,1.568201724066995,9,28
93,34,38,1.5797835966168101,10,28
94,34,13,1.1139433523068367,2,11
95,34,19,1.2787536009528289,10,9
97,34,1,0.0,0,1
4,35,13,1.1139433523068367,6,7
5,35,8,0.9030899869919435,2,6
6,35,36,1.5563025007672873,11,25
7,35,38,1.5797835966168101,18,20
8,35,45,1.6532125137753437,13,32
9,35,43,1.6334684555795864,11,32
10,35,41,1.6127838567197355,18,23
11,35,31,1.4913616938342726,9,22
12,35,9,0.9542425094393249,2,7
13,35,10,1.0,6,4
14,35,5,0.6989700043360189,2,3
15,35,1,0.0,1,0
16,35,1,0.0,0,1
17,35,4,0.6020599913279624,2,2
18,35,2,0.3010299956639812,1,1
19,35,5,0.6989700043360189,2,3
20,35,2,0.3010299956639812,0,2
21,35,5,0.6989700043360189,0,5
22,35,8,0.9030899869919435,2,6
23,35,5,0.6989700043360189,2,3
24,35,9,0.9542425094393249,5,4
25,35,7,0.8450980400142568,0,7
26,35,4,0.6020599913279624,2,2
27,35,12,1.0791812460476249,5,7
28,35,11,1.0413926851582251,3,8
29,35,8,0.9030899869919435,4,4
30,35,13,1.1139433523068367,4,9
31,35,12,1.0791812460476249,4,8
32,35,6,0.7781512503836436,2,4
33,35,14,1.146128035678238,7,7
34,35,11,1.0413926851582251,3,8
35,35,8,0.9030899869919435,4,4
36,35,13,1.1139433523068367,7,6
37,35,18,1.255272505103306,8,10
38,35,14,1.146128035678238,4,10
39,35,18,1.255272505103306,9,9
40,35,13,1.1139433523068367,4,9
41,35,21,1.3222192947339193,10,11
42,35,12,1.0791812460476249,2,10
43,35,11,1.0413926851582251,6,5
44,35,7,0.8450980400142568,3,4
45,35,12,1.0791812460476249,5,7
46,35,16,1.2041199826559248,5,11
47,35,19,1.2787536009528289,7,12
48,35,23,1.3617278360175928,8,15
49,35,17,1.2304489213782739,7,10
50,35,13,1.1139433523068367,4,9
51,35,14,1.146128035678238,4,10
52,35,20,1.3010299956639813,9,11
53,35,19,1.2787536009528289,5,14
54,35,10,1.0,3,7
55,35,11,1.0413926851582251,4,7
56,35,15,1.1760912590556813,2,13
57,35,17,1.2304489213782739,5,12
58,35,16,1.2041199826559248,3,13
59,35,12,1.0791812460476249,3,9
60,35,15,1.1760912590556813,2,13
61,35,13,1.1139433523068367,4,9
62,35,10,1.0,4,6
63,35,14,1.146128035678238,3,11
64,35,14,1.146128035678238,5,9
65,35,12,1.0791812460476249,3,9
66,35,13,1.1139433523068367,3,10
67,35,12,1.0791812460476249,4,8
68,35,12,1.0791812460476249,6,6
69,35,15,1.1760912590556813,8,7
70,35,7,0.8450980400142568,5,2
71,35,4,0.6020599913279624,2,2
72,35,6,0.7781512503836436,1,5
73,35,8,0.9030899869919435,1,7
74,35,9,0.9542425094393249,2,7
75,35,9,0.9542425094393249,5,4
76,35,5,0.6989700043360189,2,3
77,35,5,0.6989700043360189,3,2
78,35,6,0.7781512503836436,1,5
80,35,3,0.47712125471966244,0,3
81,35,5,0.6989700043360189,2,3
82,35,2,0.3010299956639812,1,1
83,35,2,0.3010299956639812,0,2
84,35,4,0.6020599913279624,3,1
85,35,5,0.6989700043360189,0,5
86,35,10,1.0,2,8
87,35,9,0.9542425094393249,2,7
88,35,33,1.5185139398778875,12,21
89,35,31,1.4913616938342726,13,18
90,35,46,1.662757831681574,16,30
91,35,42,1.6232492903979006,18,24
92,35,40,1.6020599913279623,15,25
93,35,30,1.4771212547196624,12,18
94,35,10,1.0,3,7
95,35,12,1.0791812460476249,3,9
96,35,1,0.0,0,1
3,36,3,0.47712125471966244,1,2
4,36,8,0.9030899869919435,1,7
5,36,8,0.9030899869919435,2,6
6,36,24,1.380211241711606,6,18
7,36,19,1.2787536009528289,10,9
8,36,33,1.5185139398778875,12,21
9,36,51,1.7075701760979363,13,38
10,36,38,1.5797835966168101,13,25
11,36,45,1.6532125137753437,14,31
12,36,23,1.3617278360175928,14,9
13,36,13,1.1139433523068367,10,3
14,36,2,0.3010299956639812,1,1
15,36,4,0.6020599913279624,0,4
16,36,4,0.6020599913279624,1,3
17,36,2,0.3010299956639812,0,2
18,36,3,0.47712125471966244,0,3
19,36,5,0.6989700043360189,3,2
20,36,3,0.47712125471966244,0,3
21,36,1,0.0,1,0
22,36,1,0.0,1,0
23,36,7,0.8450980400142568,3,4
24,36,9,0.9542425094393249,2,7
25,36,7,0.8450980400142568,2,5
26,36,16,1.2041199826559248,6,10
27,36,6,0.7781512503836436,2,4
28,36,7,0.8450980400142568,4,3
29,36,8,0.9030899869919435,1,7
30,36,11,1.0413926851582251,3,8
31,36,13,1.1139433523068367,2,11
32,36,15,1.1760912590556813,8,7
33,36,6,0.7781512503836436,3,3
34,36,12,1.0791812460476249,4,8
35,36,12,1.0791812460476249,6,6
36,36,11,1.0413926851582251,5,6
37,36,16,1.2041199826559248,7,9
38,36,11,1.0413926851582251,3,8
39,36,15,1.1760912590556813,4,11
40,36,14,1.146128035678238,3,11
41,36,17,1.2304489213782739,6,11
42,36,15,1.1760912590556813,8,7
43,36,10,1.0,6,4
44,36,18,1.255272505103306,5,13
45,36,15,1.1760912590556813,9,6
46,36,20,1.3010299956639813,6,14
47,36,17,1.2304489213782739,5,12
48,36,18,1.255272505103306,11,7
49,36,29,1.462397997898956,12,17
50,36,16,1.2041199826559248,7,9
51,36,22,1.3424226808222062,9,13
52,36,10,1.0,4,6
53,36,19,1.2787536009528289,8,11
54,36,21,1.3222192947339193,9,12
55,36,14,1.146128035678238,3,11
56,36,20,1.3010299956639813,8,12
57,36,22,1.3424226808222062,10,12
58,36,9,0.9542425094393249,4,5
59,36,17,1.2304489213782739,7,10
60,36,14,1.146128035678238,4,10
61,36,11,1.0413926851582251,3,8
62,36,9,0.9542425094393249,3,6
63,36,17,1.2304489213782739,7,10
64,36,13,1.1139433523068367,7,6
65,36,22,1.3424226808222062,8,14
66,36,9,0.9542425094393249,4,5
67,36,10,1.0,1,9
68,36,10,1.0,4,6
69,36,8,0.9030899869919435,2,6
70,36,7,0.8450980400142568,4,3
71,36,12,1.0791812460476249,2,10
72,36,9,0.9542425094393249,3,6
73,36,7,0.8450980400142568,1,6
74,36,5,0.6989700043360189,1,4
75,36,8,0.9030899869919435,5,3
76,36,3,0.47712125471966244,2,1
77,36,5,0.6989700043360189,2,3
78,36,3,0.47712125471966244,3,0
79,36,3,0.47712125471966244,2,1
80,36,5,0.6989700043360189,0,5
81,36,3,0.47712125471966244,1,2
82,36,1,0.0,0,1
83,36,2,0.3010299956639812,0,2
84,36,7,0.8450980400142568,2,5
85,36,2,0.3010299956639812,1,1
86,36,19,1.2787536009528289,8,11
87,36,23,1.3617278360175928,8,15
88,36,26,1.414973347970818,4,22
89,36,29,1.462397997898956,10,19
90,36,42,1.6232492903979006,15,27
91,36,39,1.591064607026499,11,28
92,36,26,1.414973347970818,10,16
93,36,37,1.568201724066995,12,25
94,36,7,0.8450980400142568,1,6
95,36,13,1.1139433523068367,5,8
97,36,2,0.3010299956639812,1,1
2,37,2,0.3010299956639812,1,1
3,37,3,0.47712125471966244,1,2
4,37,7,0.8450980400142568,3,4
5,37,8,0.9030899869919435,3,5
6,37,22,1.3424226808222062,5,17
7,37,31,1.4913616938342726,9,22
8,37,43,1.6334684555795864,12,31
9,37,37,1.568201724066995,8,29
10,37,41,1.6127838567197355,13,28
11,37,32,1.505149978319906,14,18
12,37,18,1.255272505103306,6,12
13,37,23,1.3617278360175928,7,16
14,37,9,0.9542425094393249,2,7
15,37,8,0.9030899869919435,1,7
16,37,4,0.6020599913279624,1,3
17,37,1,0.0,0,1
18,37,3,0.47712125471966244,0,3
20,37,5,0.6989700043360189,1,4
21,37,3,0.47712125471966244,1,2
22,37,5,0.6989700043360189,2,3
23,37,1,0.0,1,0
24,37,7,0.8450980400142568,2,5
25,37,12,1.0791812460476249,3,9
26,37,15,1.1760912590556813,9,6
27,37,2,0.3010299956639812,2,0
28,37,8,0.9030899869919435,3,5
29,37,10,1.0,4,6
30,37,5,0.6989700043360189,1,4
31,37,9,0.9542425094393249,3,6
32,37,12,1.0791812460476249,4,8
33,37,8,0.9030899869919435,4,4
34,37,5,0.6989700043360189,2,3
35,37,9,0.9542425094393249,6,3
36,37,8,0.9030899869919435,5,3
37,37,15,1.1760912590556813,5,10
38,37,12,1.0791812460476249,3,9
39,37,13,1.1139433523068367,4,9
40,37,12,1.0791812460476249,7,5
41,37,5,0.6989700043360189,1,4
42,37,14,1.146128035678238,5,9
43,37,7,0.8450980400142568,1,6
44,37,7,0.8450980400142568,3,4
45,37,4,0.6020599913279624,0,4
46,37,17,1.2304489213782739,7,10
47,37,11,1.0413926851582251,5,6
48,37,19,1.2787536009528289,10,9
49,37,12,1.0791812460476249,6,6
50,37,20,1.3010299956639813,7,13
51,37,17,1.2304489213782739,7,10
52,37,14,1.146128035678238,5,9
53,37,10,1.0,4,6
54,37,9,0.9542425094393249,2,7
55,37,7,0.8450980400142568,3,4
56,37,7,0.8450980400142568,0,7
57,37,10,1.0,3,7
58,37,9,0.9542425094393249,3,6
59,37,18,1.255272505103306,7,11
60,37,9,0.9542425094393249,3,6
61,37,14,1.146128035678238,7,7
62,37,9,0.9542425094393249,3,6
63,37,13,1.1139433523068367,5,8
64,37,8,0.9030899869919435,3,5
65,37,6,0.7781512503836436,3,3
66,37,16,1.2041199826559248,5,11
67,37,6,0.7781512503836436,2,4
68,37,7,0.8450980400142568,3,4
69,37,14,1.146128035678238,7,7
70,37,9,0.9542425094393249,1,8
71,37,10,1.0,3,7
72,37,3,0.47712125471966244,0,3
73,37,8,0.9030899869919435,1,7
74,37,5,0.6989700043360189,1,4
75,37,7,0.8450980400142568,4,3
76,37,5,0.6989700043360189,1,4
77,37,6,0.7781512503836436,1,5
78,37,4,0.6020599913279624,2,2
79,37,4,0.6020599913279624,2,2
80,37,3,0.47712125471966244,1,2
81,37,3,0.47712125471966244,1,2
82,37,3,0.47712125471966244,2,1
83,37,4,0.6020599913279624,1,3
84,37,6,0.7781512503836436,2,4
85,37,7,0.8450980400142568,1,6
86,37,29,1.462397997898956,5,24
87,37,15,1.1760912590556813,6,9
88,37,43,1.6334684555795864,14,29
89,37,31,1.4913616938342726,7,24
90,37,36,1.5563025007672873,15,21
91,37,41,1.6127838567197355,20,21
92,37,35,1.5440680443502757,10,25
93,37,26,1.414973347970818,7,19
94,37,10,1.0,3,7
95,37,4,0.6020599913279624,2,2
96,37,1,0.0,0,1
4,38,11,1.0413926851582251,7,4
5,38,6,0.7781512503836436,1,5
6,38,13,1.1139433523068367,6,7
7,38,31,1.4913616938342726,11,20
8,38,47,1.6720978579357175,14,33
9,38,47,1.6720978579357175,13,34
10,38,57,1.7558748556724915,16,41
11,38,29,1.462397997898956,10,19
12,38,33,1.5185139398778875,11,22
13,38,29,1.462397997898956,13,16
14,38,15,1.1760912590556813,6,9
15,38,14,1.146128035678238,5,9
16,38,3,0.47712125471966244,2,1
17,38,2,0.3010299956639812,1,1
18,38,3,0.47712125471966244,2,1
19,38,1,0.0,0,1
20,38,4,0.6020599913279624,2,2
21,38,4,0.6020599913279624,1,3
22,38,4,0.6020599913279624,1,3
23,38,6,0.7781512503836436,3,3
24,38,4,0.6020599913279624,2,2
25,38,4,0.6020599913279624,1,3
26,38,9,0.9542425094393249,3,6
27,38,2,0.3010299956639812,0,2
28,38,6,0.7781512503836436,3,3
29,38,7,0.8450980400142568,2,5
30,38,9,0.9542425094393249,2,7
31,38,5,0.6989700043360189,3,2
32,38,7,0.8450980400142568,5,2
33,38,11,1.0413926851582251,3,8
34,38,13,1.1139433523068367,5,8
35,38,9,0.9542425094393249,3,6
36,38,16,1.2041199826559248,3,13
37,38,9,0.9542425094393249,3,6
38,38,12,1.0791812460476249,3,9
39,38,12,1.0791812460476249,5,7
40,38,17,1.2304489213782739,5,12
41,38,11,1.0413926851582251,4,7
42,38,13,1.1139433523068367,9,4
43,38,13,1.1139433523068367,3,10
44,38,8,0.9030899869919435,2,6
45,38,12,1.0791812460476249,2,10
46,38,10,1.0,3,7
47,38,16,1.2041199826559248,4,12
48,38,22,1.3424226808222062,12,10
49,38,18,1.255272505103306,4,14
50,38,19,1.2787536009528289,8,11
51,38,22,1.3424226808222062,6,16
52,38,12,1.0791812460476249,4,8
53,38,12,1.0791812460476249,4,8
54,38,10,1.0,4,6
55,38,16,1.2041199826559248,5,11
56,38,17,1.2304489213782739,6,11
57,38,14,1.146128035678238,3,11
58,38,15,1.1760912590556813,6,9
59,38,17,1.2304489213782739,9,8
60,38,10,1.0,4,6
61,38,13,1.1139433523068367,5,8
62,38,7,0.8450980400142568,5,2
63,38,12,1.0791812460476249,6,6
64,38,11,1.0413926851582251,2,9
65,38,8,0.9030899869919435,5,3
66,38,13,1.1139433523068367,5,8
67,38,11,1.0413926851582251,5,6
68,38,8,0.9030899869919435,4,4
69,38,8,0.9030899869919435,4,4
70,38,6,0.7781512503836436,2,4
71,38,6,0.7781512503836436,2,4
72,38,7,0.8450980400142568,3,4
73,38,17,1.2304489213782739,6,11
74,38,5,0.6989700043360189,3,2
75,38,8,0.9030899869919435,3,5
76,38,2,0.3010299956639812,0,2
77,38,3,0.47712125471966244,1,2
78,38,6,0.7781512503836436,4,2
79,38,4,0.6020599913279624,1,3
80,38,4,0.6020599913279624,1,3
81,38,2,0.3010299956639812,1,1
82,38,4,0.6020599913279624,3,1
83,38,3,0.47712125471966244,0,3
84,38,17,1.2304489213782739,7,10
85,38,17,1.2304489213782739,3,14
86,38,33,1.5185139398778875,8,25
87,38,34,1.5314789170422551,13,21
88,38,55,1.7403626894942439,13,42
89,38,44,1.6434526764861874,13,31
90,38,28,1.4471580313422192,12,16
91,38,35,1.5440680443502757,18,17
92,38,21,1.3222192947339193,6,15
93,38,32,1.505149978319906,11,21
94,38,11,1.0413926851582251,1,10
95,38,4,0.6020599913279624,1,3
96,38,1,0.0,0,1
2,39,1,0.0,0,1
3,39,1,0.0,0,1
4,39,7,0.8450980400142568,0,7
5,39,4,0.6020599913279624,0,4
6,39,18,1.255272505103306,8,10
7,39,27,1.4313637641589874,7,20
8,39,37,1.568201724066995,9,28
9,39,36,1.5563025007672873,11,25
10,39,42,1.6232492903979006,13,29
11,39,46,1.662757831681574,18,28
12,39,34,1.5314789170422551,17,17
13,39,38,1.5797835966168101,20,18
14,39,21,1.3222192947339193,5,16
15,39,17,1.2304489213782739,3,14
16,39,3,0.47712125471966244,2,1
17,39,6,0.7781512503836436,2,4
18,39,5,0.6989700043360189,1,4
19,39,1,0.0,0,1
20,39,3,0.47712125471966244,1,2
21,39,1,0.0,1,0
22,39,5,0.6989700043360189,0,5
23,39,4,0.6020599913279624,1,3
24,39,5,0.6989700043360189,2,3
25,39,7,0.8450980400142568,1,6
26,39,7,0.8450980400142568,0,7
27,39,10,1.0,3,7
28,39,8,0.9030899869919435,3,5
29,39,6,0.7781512503836436,2,4
30,39,10,1.0,2,8
31,39,7,0.8450980400142568,1,6
32,39,10,1.0,7,3
33,39,12,1.0791812460476249,4,8
34,39,9,0.9542425094393249,3,6
35,39,10,1.0,4,6
36,39,10,1.0,8,2
37,39,11,1.0413926851582251,2,9
38,39,13,1.1139433523068367,5,8
39,39,14,1.146128035678238,7,7
40,39,18,1.255272505103306,6,12
41,39,11,1.0413926851582251,3,8
42,39,9,0.9542425094393249,6,3
43,39,19,1.2787536009528289,10,9
44,39,17,1.2304489213782739,4,13
45,39,12,1.0791812460476249,7,5
46,39,9,0.9542425094393249,2,7
47,39,9,0.9542425094393249,4,5
48,39,8,0.9030899869919435,2,6
49,39,18,1.255272505103306,6,12
50,39,14,1.146128035678238,6,8
51,39,23,1.3617278360175928,10,13
52,39,13,1.1139433523068367,3,10
53,39,8,0.9030899869919435,3,5
54,39,11,1.0413926851582251,3,8
55,39,12,1.0791812460476249,4,8
56,39,6,0.7781512503836436,1,5
57,39,14,1.146128035678238,6,8
58,39,7,0.8450980400142568,4,3
59,39,14,1.146128035678238,5,9
60,39,6,0.7781512503836436,4,2
61,39,10,1.0,2,8
62,39,8,0.9030899869919435,0,8
63,39,14,1.146128035678238,5,9
64,39,13,1.1139433523068367,4,9
65,39,9,0.9542425094393249,2,7
66,39,6,0.7781512503836436,2,4
67,39,9,0.9542425094393249,2,7
68,39,12,1.0791812460476249,4,8
69,39,9,0.9542425094393249,1,8
70,39,10,1.0,4,6
71,39,8,0.9030899869919435,5,3
72,39,8,0.9030899869919435,3,5
73,39,7,0.8450980400142568,2,5
74,39,10,1.0,3,7
75,39,10,1.0,1,9
76,39,3,0.47712125471966244,1,2
77,39,4,0.6020599913279624,0,4
78,39,4,0.6020599913279624,3,1
80,39,6,0.7781512503836436,3,3
81,39,2,0.3010299956639812,1,1
82,39,2,0.3010299956639812,0,2
83,39,8,0.9030899869919435,5,3
84,39,13,1.1139433523068367,2,11
85,39,14,1.146128035678238,4,10
86,39,41,1.6127838567197355,15,26
87,39,32,1.505149978319906,10,22
88,39,46,1.662757831681574,18,28
89,39,57,1.7558748556724915,19,38
90,39,34,1.5314789170422551,6,28
91,39,37,1.568201724066995,18,19
92,39,17,1.2304489213782739,8,9
93,39,15,1.1760912590556813,3,12
94,39,1,0.0,0,1
95,39,7,0.8450980400142568,3,4
97,39,1,0.0,0,1
2,40,1,0.0,0,1
3,40,2,0.3010299956639812,0,2
4,40,8,0.9030899869919435,0,8
5,40,2,0.3010299956639812,0,2
6,40,14,1.146128035678238,8,6
7,40,12,1.0791812460476249,4,8
8,40,25,1.3979400086720377,8,17
9,40,45,1.6532125137753437,15,30
10,40,56,1.7481880270062005,22,34
11,40,50,1.6989700043360187,14,36
12,40,37,1.568201724066995,15,22
13,40,41,1.6127838567197355,10,31
14,40,29,1.462397997898956,6,23
15,40,37,1.568201724066995,9,28
16,40,16,1.2041199826559248,6,10
17,40,13,1.1139433523068367,2,11
18,40,3,0.47712125471966244,0,3
19,40,6,0.7781512503836436,0,6
20,40,5,0.6989700043360189,1,4
21,40,1,0.0,0,1
22,40,2,0.3010299956639812,0,2
23,40,4,0.6020599913279624,1,3
24,40,5,0.6989700043360189,3,2
25,40,7,0.8450980400142568,3,4
26,40,4,0.6020599913279624,0,4
27,40,5,0.6989700043360189,2,3
28,40,11,1.0413926851582251,6,5
29,40,8,0.9030899869919435,2,6
30,40,14,1.146128035678238,3,11
31,40,10,1.0,5,5
32,40,8,0.9030899869919435,1,7
33,40,9,0.9542425094393249,4,5
34,40,4,0.6020599913279624,1,3
35,40,5,0.6989700043360189,3,2
36,40,13,1.1139433523068367,2,11
37,40,13,1.1139433523068367,5,8
38,40,9,0.9542425094393249,1,8
39,40,6,0.7781512503836436,3,3
40,40,9,0.9542425094393249,6,3
41,40,21,1.3222192947339193,13,8
42,40,10,1.0,3,7
43,40,11,1.0413926851582251,2,9
44,40,9,0.9542425094393249,3,6
45,40,12,1.0791812460476249,4,8
46,40,15,1.1760912590556813,10,5
47,40,12,1.0791812460476249,5,7
48,40,18,1.255272505103306,6,12
49,40,18,1.255272505103306,7,11
50,40,14,1.146128035678238,7,7
51,40,19,1.2787536009528289,7,12
52,40,8,0.9030899869919435,4,4
53,40,16,1.2041199826559248,4,12
54,40,12,1.0791812460476249,3,9
55,40,15,1.1760912590556813,5,10
56,40,16,1.2041199826559248,5,11
57,40,9,0.9542425094393249,4,5
58,40,7,0.8450980400142568,1,6
59,40,9,0.9542425094393249,4,5
60,40,8,0.9030899869919435,5,3
61,40,7,0.8450980400142568,4,3
62,40,12,1.0791812460476249,6,6
63,40,13,1.1139433523068367,7,6
64,40,9,0.9542425094393249,5,4
65,40,9,0.9542425094393249,3,6
66,40,12,1.0791812460476249,2,10
67,40,8,0.9030899869919435,0,8
68,40,10,1.0,5,5
69,40,6,0.7781512503836436,4,2
70,40,5,0.6989700043360189,2,3
71,40,7,0.8450980400142568,2,5
72,40,4,0.6020599913279624,0,4
73,40,9,0.9542425094393249,4,5
74,40,6,0.7781512503836436,1,5
75,40,2,0.3010299956639812,0,2
76,40,2,0.3010299956639812,1,1
77,40,5,0.6989700043360189,0,5
78,40,3,0.47712125471966244,0,3
79,40,3,0.47712125471966244,1,2
80,40,1,0.0,0,1
81,40,3,0.47712125471966244,2,1
82,40,15,1.1760912590556813,7,8
83,40,19,1.2787536009528289,4,15
84,40,22,1.3424226808222062,10,12
85,40,26,1.414973347970818,8,18
86,40,45,1.6532125137753437,15,30
87,40,44,1.6434526764861874,14,30
88,40,48,1.6812412373755872,16,32
89,40,42,1.6232492903979006,15,27
90,40,44,1.6434526764861874,15,29
91,40,29,1.462397997898956,9,20
92,40,18,1.255272505103306,8,10
93,40,6,0.7781512503836436,2,4
94,40,1,0.0,0,1
95,40,5,0.6989700043360189,1,4
3,41,1,0.0,1,0
4,41,4,0.6020599913279624,1,3
5,41,4,0.6020599913279624,0,4
6,41,14,1.146128035678238,3,11
7,41,8,0.9030899869919435,3,5
8,41,26,1.414973347970818,7,19
9,41,21,1.3222192947339193,4,17
10,41,53,1.724275869600789,17,36
11,41,30,1.4771212547196624,8,22
12,41,34,1.5314789170422551,17,17
13,41,47,1.6720978579357175,16,31
14,41,27,1.4313637641589874,11,16
15,41,37,1.568201724066995,15,22
16,41,13,1.1139433523068367,6,7
17,41,8,0.9030899869919435,4,4
18,41,4,0.6020599913279624,2,2
19,41,5,0.6989700043360189,2,3
20,41,3,0.47712125471966244,2,1
21,41,6,0.7781512503836436,3,3
22,41,3,0.47712125471966244,0,3
23,41,5,0.6989700043360189,2,3
24,41,3,0.47712125471966244,1,2
25,41,4,0.6020599913279624,2,2
26,41,8,0.9030899869919435,5,3
27,41,8,0.9030899869919435,5,3
28,41,8,0.9030899869919435,4,4
29,41,5,0.6989700043360189,1,4
30,41,3,0.47712125471966244,2,1
31,41,8,0.9030899869919435,2,6
32,41,10,1.0,4,6
33,41,8,0.9030899869919435,6,2
34,41,10,1.0,6,4
35,41,5,0.6989700043360189,0,5
36,41,8,0.9030899869919435,2,6
37,41,12,1.0791812460476249,7,5
38,41,10,1.0,6,4
39,41,11,1.0413926851582251,5,6
40,41,12,1.0791812460476249,7,5
41,41,12,1.0791812460476249,7,5
42,41,15,1.1760912590556813,4,11
43,41,13,1.1139433523068367,7,6
44,41,13,1.1139433523068367,6,7
45,41,11,1.0413926851582251,6,5
46,41,12,1.0791812460476249,3,9
47,41,14,1.146128035678238,2,12
48,41,13,1.1139433523068367,4,9
49,41,22,1.3424226808222062,8,14
50,41,9,0.9542425094393249,2,7
51,41,11,1.0413926851582251,3,8
52,41,9,0.9542425094393249,1,8
53,41,20,1.3010299956639813,8,12
54,41,17,1.2304489213782739,8,9
55,41,12,1.0791812460476249,4,8
56,41,13,1.1139433523068367,6,7
57,41,13,1.1139433523068367,3,10
58,41,10,1.0,2,8
59,41,13,1.1139433523068367,2,11
60,41,19,1.2787536009528289,10,9
61,41,12,1.0791812460476249,6,6
62,41,11,1.0413926851582251,6,5
63,41,8,0.9030899869919435,0,8
64,41,8,0.9030899869919435,3,5
65,41,7,0.8450980400142568,3,4
66,41,8,0.9030899869919435,1,7
67,41,3,0.47712125471966244,2,1
68,41,10,1.0,5,5
69,41,9,0.9542425094393249,2,7
70,41,10,1.0,4,6
71,41,8,0.9030899869919435,3,5
72,41,3,0.47712125471966244,2,1
73,41,9,0.9542425094393249,2,7
74,41,10,1.0,4,6
75,41,5,0.6989700043360189,4,1
76,41,2,0.3010299956639812,1,1
77,41,4,0.6020599913279624,1,3
78,41,5,0.6989700043360189,1,4
79,41,1,0.0,1,0
80,41,5,0.6989700043360189,3,2
81,41,7,0.8450980400142568,2,5
82,41,17,1.2304489213782739,6,11
83,41,16,1.2041199826559248,6,10
84,41,38,1.5797835966168101,11,27
85,41,35,1.5440680443502757,11,24
86,41,44,1.6434526764861874,12,32
87,41,42,1.6232492903979006,13,29
88,41,34,1.5314789170422551,13,21
89,41,32,1.505149978319906,8,24
90,41,22,1.3424226808222062,7,15
91,41,35,1.5440680443502757,11,24
92,41,9,0.9542425094393249,2,7
93,41,17,1.2304489213782739,5,12
94,41,6,0.7781512503836436,4,2
95,41,3,0.47712125471966244,3,0
2,42,1,0.0,0,1
3,42,1,0.0,1,0
4,42,3,0.47712125471966244,0,3
